ticket_id,status,assignee,changed_date
265,Ожидает обработки,agliskov,2025-01-08 21:05:43
265,В работе,agliskov,2025-01-08 22:13:46
265,Ожидается ответ пользователя,ymosyagina,2025-01-08 22:47:03
265,Ожидается ответ пользователя,agliskov,2025-01-08 23:24:05
265,В разработке,agliskov,2025-01-09 00:04:36
265,Ожидается ответ пользователя,aplyukhina,2025-01-09 00:43:07
265,Выполнено,ymosyagina,2025-01-09 02:11:36
266,Ожидает обработки,mburuhin,2024-10-26 09:01:46
266,В работе,mburuhin,2024-10-26 14:39:15
266,Ожидается ответ пользователя,mburuhin,2024-10-26 17:19:33
266,Ожидается ответ пользователя,mburuhin,2024-10-26 21:08:58
266,В разработке,agliskov,2024-10-27 00:18:44
266,В разработке,mburuhin,2024-10-27 05:40:47
266,Выполнено,mburuhin,2024-10-27 08:47:34
267,Ожидает обработки,nikiforovaana,2024-10-13 02:41:39
267,В работе,nikiforovaana,2024-10-13 05:18:06
267,В разработке,nikiforovaana,2024-10-13 07:59:06
267,В разработке,rkarvenov,2024-10-13 08:57:48
267,На согласовании,nikiforovaana,2024-10-13 11:27:18
267,Выполнено,nikiforovaana,2024-10-13 13:50:50
268,Ожидает обработки,dnoosan,2025-02-05 22:35:28
268,В работе,asayfuddinov,2025-02-06 08:25:54
268,Ожидается ответ пользователя,nikiforovaana,2025-02-06 13:50:29
268,В работе,dnoosan,2025-02-06 17:23:53
268,Отменен,asayfuddinov,2025-02-06 21:06:55
269,Ожидает обработки,mburuhin,2024-10-28 01:15:32
269,В работе,mburuhin,2024-10-28 01:50:45
269,В работе,mburuhin,2024-10-28 02:10:23
269,В разработке,agliskov,2024-10-28 02:29:45
269,Выполнено,mburuhin,2024-10-28 03:04:08
270,Ожидает обработки,alesushkov,2025-01-22 18:31:08
270,В работе,alesushkov,2025-01-23 02:09:23
270,На согласовании,msharova,2025-01-23 10:18:07
270,Отменен,alesushkov,2025-01-23 20:58:48
271,Ожидает обработки,asayfuddinov,2024-10-13 20:54:08
271,В работе,agliskov,2024-10-14 04:06:30
271,На согласовании,asayfuddinov,2024-10-14 10:10:08
271,Отменен,asayfuddinov,2024-10-14 14:19:44
272,Ожидает обработки,msharova,2025-01-12 01:25:54
272,В работе,msharova,2025-01-12 05:54:01
272,На согласовании,msharova,2025-01-12 08:25:55
272,Отменен,msharova,2025-01-12 11:12:47
273,Ожидает обработки,asayfuddinov,2025-02-21 10:02:59
273,В работе,nikiforovaana,2025-02-21 12:47:01
273,В работе,asayfuddinov,2025-02-21 13:36:36
273,Отменен,asayfuddinov,2025-02-21 15:28:20
274,Ожидает обработки,nikiforovaana,2025-01-16 03:54:26
274,В работе,asayfuddinov,2025-01-16 05:52:40
274,На согласовании,asayfuddinov,2025-01-16 06:55:34
274,В работе,mburuhin,2025-01-16 09:00:25
274,В работе,nikiforovaana,2025-01-16 10:38:53
274,На согласовании,nikiforovaana,2025-01-16 13:15:30
274,Отменен,msharova,2025-01-16 15:09:57
274,В работе,nikiforovaana,2025-01-16 16:56:02
274,Ожидается ответ пользователя,nikiforovaana,2025-01-16 18:16:30
274,На согласовании,nikiforovaana,2025-01-16 20:14:04
274,Выполнено,nikiforovaana,2025-01-16 22:12:15
275,Ожидает обработки,aplyukhina,2025-02-21 07:10:53
275,В работе,aplyukhina,2025-02-21 10:28:49
275,В разработке,aplyukhina,2025-02-21 15:14:11
275,В разработке,aplyukhina,2025-02-21 19:33:04
275,В работе,aplyukhina,2025-02-21 23:20:39
275,На согласовании,aplyukhina,2025-02-22 02:01:18
275,Выполнено,aplyukhina,2025-02-22 04:21:00
276,Ожидает обработки,dnoosan,2024-11-02 08:39:26
276,В работе,dnoosan,2024-11-02 10:31:24
276,На согласовании,dnoosan,2024-11-02 13:12:54
276,Выполнено,dnoosan,2024-11-02 15:22:10
277,Ожидает обработки,agliskov,2024-10-15 22:12:35
277,В работе,agliskov,2024-10-16 02:49:17
277,На согласовании,agliskov,2024-10-16 05:31:09
277,В работе,agliskov,2024-10-16 09:47:01
277,Выполнено,agliskov,2024-10-16 12:44:23
278,Ожидает обработки,aplyukhina,2025-02-23 16:40:04
278,В работе,aplyukhina,2025-02-23 21:47:42
278,В разработке,aplyukhina,2025-02-24 02:21:15
278,Выполнено,aplyukhina,2025-02-24 05:02:11
279,Ожидает обработки,ymosyagina,2025-02-03 17:54:49
279,В работе,mburuhin,2025-02-03 23:29:58
279,Ожидается ответ пользователя,asayfuddinov,2025-02-04 04:19:22
279,На согласовании,ymosyagina,2025-02-04 08:50:33
279,В работе,ymosyagina,2025-02-04 13:11:08
279,Отменен,dnoosan,2025-02-04 18:01:55
280,Ожидает обработки,asayfuddinov,2024-10-22 23:39:50
280,В работе,asayfuddinov,2024-10-23 06:13:55
280,Ожидается ответ пользователя,asayfuddinov,2024-10-23 11:40:59
280,В разработке,asayfuddinov,2024-10-23 15:26:23
280,В разработке,asayfuddinov,2024-10-23 19:45:27
280,Ожидается ответ пользователя,ymosyagina,2024-10-24 03:05:14
280,Выполнено,asayfuddinov,2024-10-24 05:36:29
281,Ожидает обработки,msharova,2024-10-29 20:41:06
281,В работе,msharova,2024-10-30 10:30:16
281,Ожидается ответ пользователя,msharova,2024-10-30 21:10:45
281,На согласовании,msharova,2024-10-31 04:12:50
281,В работе,msharova,2024-10-31 12:02:12
281,Отменен,msharova,2024-10-31 19:47:36
282,Ожидает обработки,nikiforovaana,2024-11-24 04:15:08
282,В работе,nikiforovaana,2024-11-24 11:03:39
282,На согласовании,asayfuddinov,2024-11-24 14:59:54
282,В работе,aplyukhina,2024-11-24 23:42:18
282,На согласовании,nikiforovaana,2024-11-25 05:40:49
282,Выполнено,nikiforovaana,2024-11-25 12:16:54
283,Ожидает обработки,agliskov,2024-11-27 06:36:51
283,В работе,agliskov,2024-11-27 07:26:29
283,В работе,agliskov,2024-11-27 10:26:53
283,В работе,agliskov,2024-11-27 11:29:16
283,На согласовании,agliskov,2024-11-27 13:24:13
283,Отменен,mburuhin,2024-11-27 15:41:20
284,Ожидает обработки,rkarvenov,2025-01-04 05:07:27
284,В работе,aplyukhina,2025-01-04 10:17:42
284,Ожидается ответ пользователя,rkarvenov,2025-01-04 15:43:00
284,В работе,rkarvenov,2025-01-05 00:44:09
284,Ожидается ответ пользователя,rkarvenov,2025-01-05 09:52:18
284,Отменен,rkarvenov,2025-01-05 14:20:14
285,Ожидает обработки,alesushkov,2024-10-09 07:35:46
285,В работе,alesushkov,2024-10-09 11:32:57
285,Ожидается ответ пользователя,alesushkov,2024-10-09 18:41:28
285,В работе,agliskov,2024-10-10 02:38:01
285,В работе,alesushkov,2024-10-10 06:37:13
285,В разработке,alesushkov,2024-10-10 10:25:22
285,Выполнено,aplyukhina,2024-10-10 14:28:58
286,Ожидает обработки,mburuhin,2025-01-24 13:47:58
286,В работе,mburuhin,2025-01-24 18:10:38
286,В работе,mburuhin,2025-01-24 20:04:44
286,В работе,ymosyagina,2025-01-25 00:28:31
286,На согласовании,mburuhin,2025-01-25 02:37:35
286,В работе,mburuhin,2025-01-25 04:19:26
286,Выполнено,mburuhin,2025-01-25 07:00:27
287,Ожидает обработки,aplyukhina,2024-12-26 22:57:54
287,В работе,aplyukhina,2024-12-27 08:38:46
287,На согласовании,aplyukhina,2024-12-27 12:26:31
287,В работе,aplyukhina,2024-12-27 17:53:57
287,На согласовании,aplyukhina,2024-12-28 06:26:52
287,В работе,aplyukhina,2024-12-28 11:37:59
287,Выполнено,aplyukhina,2024-12-28 16:12:48
287,В работе,aplyukhina,2024-12-28 19:32:55
287,В работе,aplyukhina,2024-12-29 05:23:22
287,Выполнено,aplyukhina,2024-12-29 15:49:38
288,Ожидает обработки,ymosyagina,2025-01-17 18:00:42
288,В работе,ymosyagina,2025-01-17 23:33:39
288,В работе,ymosyagina,2025-01-18 09:47:01
288,Ожидается ответ пользователя,dnoosan,2025-01-18 15:57:12
288,В работе,nikiforovaana,2025-01-18 23:22:44
288,Выполнено,mburuhin,2025-01-19 03:31:58
289,Ожидает обработки,dnoosan,2025-01-28 09:41:58
289,В работе,dnoosan,2025-01-28 17:20:59
289,Ожидается ответ пользователя,mburuhin,2025-01-29 04:38:23
289,Ожидается ответ пользователя,ymosyagina,2025-01-29 11:15:21
289,Ожидается ответ пользователя,dnoosan,2025-01-29 16:13:15
289,Выполнено,dnoosan,2025-01-30 02:55:10
290,Ожидает обработки,asayfuddinov,2024-12-14 09:58:32
290,В работе,msharova,2024-12-14 11:09:56
290,В работе,nikiforovaana,2024-12-14 12:03:51
290,Выполнено,asayfuddinov,2024-12-14 13:13:17
291,Ожидает обработки,dnoosan,2024-12-29 16:00:36
291,В работе,dnoosan,2024-12-29 17:14:05
291,В работе,alesushkov,2024-12-29 18:58:17
291,На согласовании,aplyukhina,2024-12-29 20:26:47
291,Выполнено,dnoosan,2024-12-29 21:47:06
292,Ожидает обработки,rkarvenov,2025-02-18 18:38:05
292,В работе,rkarvenov,2025-02-19 01:49:03
292,На согласовании,ymosyagina,2025-02-19 11:44:26
292,В работе,nikiforovaana,2025-02-19 17:15:18
292,Ожидается ответ пользователя,rkarvenov,2025-02-20 05:24:21
292,В разработке,rkarvenov,2025-02-20 19:43:45
292,Выполнено,rkarvenov,2025-02-21 01:55:42
293,Ожидает обработки,mburuhin,2024-11-02 06:04:40
293,В работе,aplyukhina,2024-11-02 09:00:11
293,На согласовании,mburuhin,2024-11-02 10:49:10
293,В разработке,rkarvenov,2024-11-02 13:24:59
293,Ожидается ответ пользователя,mburuhin,2024-11-02 14:41:40
293,В разработке,rkarvenov,2024-11-02 16:19:40
293,Отменен,mburuhin,2024-11-02 18:08:05
294,Ожидает обработки,nikiforovaana,2025-02-25 19:25:04
294,В работе,dnoosan,2025-02-26 00:56:40
294,Ожидается ответ пользователя,nikiforovaana,2025-02-26 06:24:38
294,В разработке,nikiforovaana,2025-02-26 08:40:15
294,Отменен,nikiforovaana,2025-02-26 16:05:31
295,Ожидает обработки,asayfuddinov,2025-01-07 14:28:17
295,В работе,agliskov,2025-01-07 16:48:31
295,На согласовании,asayfuddinov,2025-01-07 19:50:50
295,В работе,asayfuddinov,2025-01-07 23:30:27
295,Ожидается ответ пользователя,asayfuddinov,2025-01-08 00:56:13
295,Выполнено,asayfuddinov,2025-01-08 04:21:30
296,Ожидает обработки,mburuhin,2024-12-12 06:24:37
296,В работе,mburuhin,2024-12-12 20:38:23
296,Ожидается ответ пользователя,mburuhin,2024-12-13 03:54:51
296,В разработке,mburuhin,2024-12-13 18:34:24
296,Ожидается ответ пользователя,mburuhin,2024-12-13 23:43:27
296,В работе,dnoosan,2024-12-14 11:30:59
296,Отменен,mburuhin,2024-12-14 20:29:40
297,Ожидает обработки,alesushkov,2024-11-21 17:12:01
297,В работе,nikiforovaana,2024-11-21 20:09:17
297,В разработке,alesushkov,2024-11-21 20:55:25
297,В разработке,aplyukhina,2024-11-21 23:33:52
297,Выполнено,alesushkov,2024-11-22 00:43:24
297,В работе,dnoosan,2024-11-22 01:38:49
297,В разработке,alesushkov,2024-11-22 03:16:23
297,Отменен,alesushkov,2024-11-22 04:08:13
298,Ожидает обработки,dnoosan,2025-02-21 08:18:51
298,В работе,dnoosan,2025-02-21 09:55:14
298,В разработке,dnoosan,2025-02-21 14:21:52
298,В работе,ymosyagina,2025-02-21 18:15:47
298,Ожидается ответ пользователя,dnoosan,2025-02-22 00:08:25
298,На согласовании,dnoosan,2025-02-22 03:14:10
298,Выполнено,dnoosan,2025-02-22 07:08:29
299,Ожидает обработки,rkarvenov,2025-01-26 02:44:16
299,В работе,rkarvenov,2025-01-26 13:23:55
299,Ожидается ответ пользователя,agliskov,2025-01-26 20:18:54
299,В разработке,rkarvenov,2025-01-27 01:12:18
299,В разработке,rkarvenov,2025-01-27 08:54:04
299,В разработке,rkarvenov,2025-01-27 13:18:02
299,Выполнено,rkarvenov,2025-01-27 18:24:29
300,Ожидает обработки,mburuhin,2024-10-15 16:03:15
300,В работе,mburuhin,2024-10-15 20:55:49
300,В работе,ymosyagina,2024-10-16 06:47:22
300,Отменен,ymosyagina,2024-10-16 17:49:24
301,Ожидает обработки,msharova,2025-01-25 03:18:16
301,В работе,msharova,2025-01-25 03:44:55
301,Ожидается ответ пользователя,msharova,2025-01-25 04:24:47
301,Ожидается ответ пользователя,msharova,2025-01-25 05:31:25
301,Ожидается ответ пользователя,agliskov,2025-01-25 06:19:12
301,Выполнено,msharova,2025-01-25 07:23:05
302,Ожидает обработки,nikiforovaana,2025-02-21 06:58:36
302,В работе,mburuhin,2025-02-21 21:38:20
302,В разработке,alesushkov,2025-02-22 09:21:28
302,Ожидается ответ пользователя,nikiforovaana,2025-02-22 18:32:21
302,Ожидается ответ пользователя,nikiforovaana,2025-02-23 04:04:17
302,На согласовании,nikiforovaana,2025-02-23 16:12:38
302,Выполнено,ymosyagina,2025-02-24 01:28:46
303,Ожидает обработки,mburuhin,2024-11-16 19:52:03
303,В работе,mburuhin,2024-11-17 00:25:24
303,На согласовании,mburuhin,2024-11-17 04:27:38
303,Ожидается ответ пользователя,mburuhin,2024-11-17 05:57:01
303,Выполнено,mburuhin,2024-11-17 10:56:27
304,Ожидает обработки,agliskov,2024-12-11 18:26:17
304,В работе,ymosyagina,2024-12-11 20:39:19
304,В работе,nikiforovaana,2024-12-11 22:04:05
304,В работе,msharova,2024-12-11 23:34:12
304,В работе,agliskov,2024-12-12 00:44:47
304,На согласовании,agliskov,2024-12-12 04:48:19
304,Выполнено,agliskov,2024-12-12 06:20:14
305,Ожидает обработки,msharova,2024-10-29 03:45:44
305,В работе,msharova,2024-10-29 07:34:41
305,В разработке,msharova,2024-10-29 10:49:05
305,В работе,msharova,2024-10-29 15:57:54
305,На согласовании,msharova,2024-10-29 18:35:39
305,Отменен,msharova,2024-10-29 21:40:21
306,Ожидает обработки,aplyukhina,2024-10-27 01:59:39
306,В работе,nikiforovaana,2024-10-27 04:43:10
306,На согласовании,dnoosan,2024-10-27 12:55:24
306,В работе,agliskov,2024-10-27 19:44:46
306,Отменен,aplyukhina,2024-10-28 01:09:07
307,Ожидает обработки,rkarvenov,2024-12-30 11:55:04
307,В работе,rkarvenov,2024-12-30 16:42:36
307,Ожидается ответ пользователя,rkarvenov,2024-12-30 19:29:23
307,Выполнено,rkarvenov,2024-12-30 21:41:39
308,Ожидает обработки,alesushkov,2024-11-19 18:37:59
308,В работе,alesushkov,2024-11-19 19:53:08
308,Ожидается ответ пользователя,alesushkov,2024-11-19 21:42:25
308,В работе,aplyukhina,2024-11-19 23:17:41
308,Отменен,alesushkov,2024-11-20 01:19:28
309,Ожидает обработки,asayfuddinov,2024-11-12 18:40:54
309,В работе,nikiforovaana,2024-11-12 20:10:30
309,На согласовании,asayfuddinov,2024-11-12 23:39:53
309,На согласовании,asayfuddinov,2024-11-13 01:52:01
309,В разработке,asayfuddinov,2024-11-13 03:39:53
309,В работе,asayfuddinov,2024-11-13 05:13:33
309,Отменен,asayfuddinov,2024-11-13 08:00:31
310,Ожидает обработки,msharova,2024-10-25 12:59:46
310,В работе,msharova,2024-10-25 17:37:45
310,В работе,msharova,2024-10-26 00:29:50
310,Выполнено,msharova,2024-10-26 04:33:21
310,В работе,msharova,2024-10-26 10:53:02
310,В работе,agliskov,2024-10-26 21:31:34
310,Отменен,msharova,2024-10-27 08:55:28
311,Ожидает обработки,alesushkov,2024-11-12 09:16:49
311,В работе,dnoosan,2024-11-12 17:06:54
311,В разработке,alesushkov,2024-11-12 23:44:52
311,Отменен,alesushkov,2024-11-13 06:58:54
312,Ожидает обработки,dnoosan,2024-10-18 07:06:27
312,В работе,nikiforovaana,2024-10-18 15:06:45
312,В работе,dnoosan,2024-10-18 18:10:17
312,В разработке,mburuhin,2024-10-19 05:23:31
312,Ожидается ответ пользователя,dnoosan,2024-10-19 09:30:02
312,На согласовании,aplyukhina,2024-10-19 14:32:12
312,Выполнено,dnoosan,2024-10-20 00:23:55
313,Ожидает обработки,nikiforovaana,2024-12-26 14:25:51
313,В работе,msharova,2024-12-26 19:16:32
313,В разработке,agliskov,2024-12-27 01:04:51
313,В разработке,nikiforovaana,2024-12-27 04:00:28
313,На согласовании,mburuhin,2024-12-27 05:41:53
313,На согласовании,aplyukhina,2024-12-27 08:22:16
313,Отменен,nikiforovaana,2024-12-27 11:50:12
314,Ожидает обработки,mburuhin,2024-10-20 15:39:26
314,В работе,mburuhin,2024-10-21 03:26:29
314,В работе,rkarvenov,2024-10-21 13:16:09
314,На согласовании,rkarvenov,2024-10-22 01:49:51
314,В разработке,asayfuddinov,2024-10-22 06:29:04
314,В разработке,nikiforovaana,2024-10-22 17:58:31
314,Отменен,mburuhin,2024-10-23 00:40:42
315,Ожидает обработки,ymosyagina,2024-10-28 20:19:40
315,В работе,ymosyagina,2024-10-29 08:06:16
315,В работе,ymosyagina,2024-10-29 20:41:03
315,В разработке,ymosyagina,2024-10-30 11:39:44
315,Отменен,ymosyagina,2024-10-30 16:52:20
316,Ожидает обработки,msharova,2025-01-09 11:08:11
316,В работе,msharova,2025-01-09 17:13:16
316,Ожидается ответ пользователя,mburuhin,2025-01-09 22:33:19
316,В работе,ymosyagina,2025-01-10 07:05:12
316,Отменен,msharova,2025-01-10 20:33:56
317,Ожидает обработки,mburuhin,2025-02-16 17:50:44
317,В работе,rkarvenov,2025-02-17 02:10:51
317,В работе,mburuhin,2025-02-17 08:55:55
317,В работе,mburuhin,2025-02-17 22:12:21
317,В работе,mburuhin,2025-02-18 02:34:14
317,В работе,mburuhin,2025-02-18 08:53:42
317,Отменен,mburuhin,2025-02-18 16:00:56
318,Ожидает обработки,agliskov,2024-11-19 08:54:47
318,В работе,agliskov,2024-11-19 11:29:36
318,В работе,msharova,2024-11-19 14:25:41
318,На согласовании,asayfuddinov,2024-11-19 15:55:41
318,На согласовании,agliskov,2024-11-19 20:04:26
318,Выполнено,dnoosan,2024-11-19 22:24:34
319,Ожидает обработки,aplyukhina,2025-01-30 07:29:58
319,В работе,aplyukhina,2025-01-30 08:22:52
319,В работе,aplyukhina,2025-01-30 10:06:16
319,Отменен,aplyukhina,2025-01-30 12:05:58
320,Ожидает обработки,alesushkov,2024-12-19 07:05:13
320,В работе,alesushkov,2024-12-19 07:52:00
320,На согласовании,alesushkov,2024-12-19 10:14:34
320,В разработке,agliskov,2024-12-19 11:48:46
320,В разработке,alesushkov,2024-12-19 13:33:55
320,В разработке,alesushkov,2024-12-19 15:38:18
320,Выполнено,alesushkov,2024-12-19 17:55:42
321,Ожидает обработки,msharova,2024-12-04 17:29:45
321,В работе,rkarvenov,2024-12-04 22:23:34
321,В разработке,msharova,2024-12-05 01:40:53
321,На согласовании,msharova,2024-12-05 08:54:00
321,На согласовании,rkarvenov,2024-12-05 12:57:01
321,В разработке,msharova,2024-12-06 00:22:24
321,Отменен,msharova,2024-12-06 06:22:44
322,Ожидает обработки,agliskov,2024-10-12 14:41:03
322,В работе,agliskov,2024-10-12 22:39:34
322,В разработке,agliskov,2024-10-13 06:01:45
322,Выполнено,agliskov,2024-10-13 13:19:42
323,Ожидает обработки,ymosyagina,2025-01-06 02:57:34
323,В работе,ymosyagina,2025-01-06 05:34:56
323,На согласовании,ymosyagina,2025-01-06 07:23:59
323,Выполнено,ymosyagina,2025-01-06 12:17:41
324,Ожидает обработки,alesushkov,2024-11-25 04:40:58
324,В работе,alesushkov,2024-11-25 13:46:27
324,В разработке,alesushkov,2024-11-25 17:38:20
324,Отменен,dnoosan,2024-11-25 23:07:52
325,Ожидает обработки,dnoosan,2025-01-22 11:06:26
325,В работе,dnoosan,2025-01-22 14:38:10
325,Ожидается ответ пользователя,dnoosan,2025-01-22 17:01:03
325,Ожидается ответ пользователя,aplyukhina,2025-01-22 18:52:42
325,Отменен,dnoosan,2025-01-22 20:36:14
326,Ожидает обработки,aplyukhina,2024-12-12 05:40:23
326,В работе,aplyukhina,2024-12-12 07:03:47
326,В работе,alesushkov,2024-12-12 11:42:09
326,В разработке,aplyukhina,2024-12-12 14:11:42
326,Выполнено,aplyukhina,2024-12-12 16:58:48
327,Ожидает обработки,mburuhin,2024-12-11 23:48:33
327,В работе,mburuhin,2024-12-12 01:44:58
327,В разработке,mburuhin,2024-12-12 02:57:13
327,Отменен,ymosyagina,2024-12-12 05:17:07
327,В работе,mburuhin,2024-12-12 06:56:43
327,Ожидается ответ пользователя,mburuhin,2024-12-12 10:58:27
327,В разработке,mburuhin,2024-12-12 13:02:44
327,Выполнено,asayfuddinov,2024-12-12 14:18:23
328,Ожидает обработки,alesushkov,2024-11-28 19:40:47
328,В работе,alesushkov,2024-11-28 21:18:38
328,На согласовании,alesushkov,2024-11-29 02:10:25
328,В разработке,alesushkov,2024-11-29 04:01:33
328,Ожидается ответ пользователя,alesushkov,2024-11-29 08:19:32
328,Отменен,alesushkov,2024-11-29 10:43:52
329,Ожидает обработки,aplyukhina,2024-12-04 20:06:33
329,В работе,ymosyagina,2024-12-05 04:48:08
329,На согласовании,alesushkov,2024-12-05 07:47:14
329,В разработке,aplyukhina,2024-12-05 12:43:31
329,Отменен,alesushkov,2024-12-05 22:28:14
330,Ожидает обработки,ymosyagina,2024-12-26 06:03:06
330,В работе,ymosyagina,2024-12-26 09:37:32
330,На согласовании,ymosyagina,2024-12-26 12:50:32
330,На согласовании,ymosyagina,2024-12-26 15:07:07
330,Выполнено,msharova,2024-12-26 17:29:50
331,Ожидает обработки,dnoosan,2025-01-01 16:33:28
331,В работе,dnoosan,2025-01-01 21:42:53
331,В разработке,dnoosan,2025-01-02 12:41:20
331,Выполнено,alesushkov,2025-01-02 18:44:51
332,Ожидает обработки,msharova,2024-10-31 23:48:28
332,В работе,msharova,2024-11-01 01:45:10
332,В работе,mburuhin,2024-11-01 03:20:55
332,На согласовании,dnoosan,2024-11-01 04:26:14
332,Ожидается ответ пользователя,msharova,2024-11-01 06:12:29
332,Ожидается ответ пользователя,msharova,2024-11-01 08:16:03
332,Выполнено,msharova,2024-11-01 09:41:33
333,Ожидает обработки,agliskov,2024-11-28 13:57:31
333,В работе,agliskov,2024-11-28 19:38:37
333,В работе,aplyukhina,2024-11-29 00:37:52
333,На согласовании,agliskov,2024-11-29 10:56:44
333,На согласовании,agliskov,2024-11-29 17:51:55
333,Ожидается ответ пользователя,asayfuddinov,2024-11-30 07:00:32
333,Выполнено,agliskov,2024-11-30 16:05:06
334,Ожидает обработки,ymosyagina,2025-01-26 13:21:26
334,В работе,alesushkov,2025-01-26 15:43:49
334,В разработке,ymosyagina,2025-01-27 00:03:59
334,В разработке,ymosyagina,2025-01-27 02:40:24
334,В разработке,ymosyagina,2025-01-27 05:49:53
334,Отменен,ymosyagina,2025-01-27 13:25:30
335,Ожидает обработки,dnoosan,2024-12-09 06:56:06
335,В работе,dnoosan,2024-12-09 10:40:32
335,В работе,dnoosan,2024-12-09 14:48:09
335,Отменен,aplyukhina,2024-12-09 19:19:23
336,Ожидает обработки,agliskov,2024-10-04 01:19:48
336,В работе,aplyukhina,2024-10-04 09:42:34
336,В разработке,alesushkov,2024-10-04 14:20:36
336,Выполнено,agliskov,2024-10-05 00:13:49
337,Ожидает обработки,msharova,2024-12-05 02:04:22
337,В работе,msharova,2024-12-05 10:16:03
337,В разработке,agliskov,2024-12-05 14:36:30
337,Ожидается ответ пользователя,msharova,2024-12-05 22:53:36
337,В разработке,msharova,2024-12-06 05:47:12
337,На согласовании,aplyukhina,2024-12-06 11:24:15
337,Выполнено,msharova,2024-12-06 21:13:51
338,Ожидает обработки,aplyukhina,2025-02-27 03:05:37
338,В работе,aplyukhina,2025-02-27 13:54:12
338,В разработке,aplyukhina,2025-02-27 22:44:41
338,В разработке,aplyukhina,2025-02-28 08:34:43
338,Выполнено,nikiforovaana,2025-02-28 15:01:20
339,Ожидает обработки,asayfuddinov,2024-12-18 14:13:14
339,В работе,asayfuddinov,2024-12-18 16:41:47
339,На согласовании,alesushkov,2024-12-18 17:22:16
339,В разработке,asayfuddinov,2024-12-18 19:35:13
339,В разработке,asayfuddinov,2024-12-18 20:47:33
339,Ожидается ответ пользователя,asayfuddinov,2024-12-18 23:25:33
339,Отменен,asayfuddinov,2024-12-19 01:32:12
340,Ожидает обработки,alesushkov,2024-10-26 03:23:48
340,В работе,alesushkov,2024-10-26 11:20:35
340,Ожидается ответ пользователя,alesushkov,2024-10-26 23:40:36
340,В работе,alesushkov,2024-10-27 04:37:45
340,В работе,alesushkov,2024-10-27 09:16:19
340,Ожидается ответ пользователя,dnoosan,2024-10-27 21:06:32
340,Отменен,asayfuddinov,2024-10-28 05:25:33
341,Ожидает обработки,agliskov,2025-01-31 17:47:59
341,В работе,agliskov,2025-01-31 20:51:50
341,В работе,agliskov,2025-01-31 22:51:28
341,В разработке,agliskov,2025-02-01 01:48:17
341,Отменен,agliskov,2025-02-01 04:58:32
342,Ожидает обработки,agliskov,2025-02-19 00:26:11
342,В работе,msharova,2025-02-19 07:45:15
342,На согласовании,agliskov,2025-02-19 15:05:37
342,В разработке,agliskov,2025-02-19 18:23:09
342,Отменен,agliskov,2025-02-20 00:57:25
343,Ожидает обработки,asayfuddinov,2025-01-31 13:29:48
343,В работе,asayfuddinov,2025-01-31 21:17:37
343,На согласовании,msharova,2025-02-01 05:39:57
343,Выполнено,asayfuddinov,2025-02-01 11:36:11
344,Ожидает обработки,alesushkov,2024-10-01 06:27:57
344,В работе,mburuhin,2024-10-01 10:52:30
344,В разработке,alesushkov,2024-10-01 18:13:35
344,На согласовании,msharova,2024-10-02 01:29:27
344,Ожидается ответ пользователя,alesushkov,2024-10-02 04:04:45
344,На согласовании,alesushkov,2024-10-02 11:09:10
344,Выполнено,alesushkov,2024-10-02 19:06:36
345,Ожидает обработки,dnoosan,2025-01-08 23:25:17
345,В работе,agliskov,2025-01-09 08:58:08
345,В разработке,agliskov,2025-01-09 12:10:31
345,В работе,dnoosan,2025-01-09 20:32:44
345,Ожидается ответ пользователя,dnoosan,2025-01-10 07:30:03
345,Отменен,dnoosan,2025-01-10 19:35:05
346,Ожидает обработки,ymosyagina,2025-02-19 00:51:17
346,В работе,agliskov,2025-02-19 04:12:33
346,На согласовании,ymosyagina,2025-02-19 07:57:50
346,Отменен,rkarvenov,2025-02-19 10:15:52
347,Ожидает обработки,dnoosan,2025-01-20 09:11:05
347,В работе,dnoosan,2025-01-20 10:26:26
347,В работе,dnoosan,2025-01-20 13:24:38
347,Выполнено,dnoosan,2025-01-20 14:44:55
348,Ожидает обработки,nikiforovaana,2025-01-01 14:00:17
348,В работе,nikiforovaana,2025-01-02 04:54:13
348,В разработке,nikiforovaana,2025-01-02 20:38:59
348,На согласовании,agliskov,2025-01-03 10:12:35
348,На согласовании,alesushkov,2025-01-03 17:59:48
348,Ожидается ответ пользователя,nikiforovaana,2025-01-03 22:31:32
348,Отменен,nikiforovaana,2025-01-04 10:17:04
349,Ожидает обработки,nikiforovaana,2024-11-04 00:12:45
349,В работе,nikiforovaana,2024-11-04 02:02:29
349,В разработке,asayfuddinov,2024-11-04 04:29:20
349,В работе,nikiforovaana,2024-11-04 08:42:35
349,В работе,nikiforovaana,2024-11-04 14:28:55
349,Отменен,nikiforovaana,2024-11-04 19:01:36
350,Ожидает обработки,nikiforovaana,2024-12-02 19:08:57
350,В работе,nikiforovaana,2024-12-03 01:50:52
350,В разработке,msharova,2024-12-03 09:42:11
350,Выполнено,rkarvenov,2024-12-03 16:00:13
351,Ожидает обработки,asayfuddinov,2025-01-20 21:11:13
351,В работе,asayfuddinov,2025-01-21 01:20:20
351,В работе,asayfuddinov,2025-01-21 04:59:14
351,В работе,rkarvenov,2025-01-21 17:19:37
351,Ожидается ответ пользователя,asayfuddinov,2025-01-22 04:33:48
351,Отменен,asayfuddinov,2025-01-22 15:03:29
